Name,Metaphor,Source Word,Target word,Target word
செவ்வானம் சேலை கட்டி,மின்சாரம் மின்னல் வெட்டி போனது,மின்சாரம் மின்னல் வெட்டி போனது,பெண்,
சுத்துது சுத்துது,கத்தி எரிஞ்சது போலநீ சுத்தி இழுப்பதினால,கத்தி எரிஞ்சது,சுற்றி இழுத்தல்,சுற்றி இழுத்தல்
சுத்துது சுத்துது,பஞ்சு வெடிப்பது போல என் நெஞ்சுதுடிப்பதுனால,பஞ்சு வெடிப்பது,நெஞ்சு துடிப்பது,நெஞ்சு துடிப்பது
தவமின்றி கிடைத்த வரமே,நீ சூரியன் நான்வெண்ணிலா உன் ஒளியால்தானே வாழ்கிறேன்,"சூரியன் , வெண்ணிலா ",பெண்,
தவமின்றி கிடைத்த வரமே,நீ சூரியன் நான்தாமரை நீ வந்தால் தானேமலர்கிறேன்,"சூரியன் , தாமரை",ஆண்,
தவமின்றி கிடைத்த வரமே,நீ சூரியன் நான்வான்முகில் நீ நடந்திடும்பாதையாகிறேன்,"சூரியன் , வான்முகில்",ஆண்,
தவமின்றி கிடைத்த வரமே,நீ சூரியன் நான்ஆழ்கடல் என் மடியில்உன்னை ஏந்தினேன்,"சூரியன், ஆழ்கடல்",ஆண்,
தவமின்றி கிடைத்த வரமே,கடிவாளம் இல்லாத காற்றாக நான் மாற வேண்டாமா,கடிவாளம் இல்லாத காற்றாக,ஆண்,
அவள் யார் அவள்,நீ என் நெஞ்சை போர் கப்பல் போல் வந்துசொல்லாமல் கொள்ளாமல் தாக்காதே தாக்காதே,போர் கப்பல்,பெண்,
திம்சு கட்டை,பப்பாளி பழமே,பப்பாளி பழமே,பெண்,
திம்சு கட்டை,தக்காளி பழமே,தக்காளி பழமே,பெண்,
ஆத்தோரத்திலே ஆலமரம்,கண்ணம்மா,கண்ணம்மா,பெண்,
ஆத்தோரத்திலே ஆலமரம்,பொன்னம்மா,பொன்னம்மா,பெண்,
ஆத்தோரத்திலே ஆலமரம்,கள்ளம் கபடம் ஏதும் இல்லா குழந்தை என்று,குழந்தை,பெண்,
ஆத்தோரத்திலே ஆலமரம்,துள்ளி வந்த கொல்லி மலைத் தேனே,கொல்லி மலைத் தேனே,பெண்,
ஒளியிலே தொிவது,ஒளியிலே தொிவது தேவதையா,தேவதை,பெண்,
ஒளியிலே தொிவது,பொண்ணு சிலை ஒன்னு,சிலை,பெண்,
இளங்காத்து வீசுதே,இசை போல பேசுதே,இசை,பெண் பேசுதல்,பெண் பேசுதல்
இளங்காத்து வீசுதே,கரும்பாறை மனசுல,கரும்பாறை,ஆணின் மனது,ஆணின் மனது
இளங்காத்து வீசுதே,நிலம் போல சிலருக்குத் தான் மனசு இருக்கு,நிலம்,மனது,மனது
எனக்குப் பிடித்த பாடல்,காதல் பூக்கள் உதிருமா,பூக்கள்,காதல்,காதல்
எனக்குப் பிடித்த பாடல்,குழந்தையை போலவேஇதயமும் தொலையுதே,குழந்தை,இதயம்,இதயம்
எனக்குப் பிடித்த பாடல்,வெள்ளிக் கம்பிகளைப்போல ஒரு தூறல் போடுதோ,வெள்ளிக் கம்பி,தூறல் போடுதல்,தூறல் போடுதல்
ஒற்றைக் கண்ணால,மாலை நேரப் பட்டாம்பூச்சி,பட்டாம்பூச்சி,பெண்,
ஒற்றைக் கண்ணால,பெண்ணே உன்கால்தடங்கள் மண்மீது ஓவியமாய்,மண்மீது ஓவியமாய்,பெண்ணின் கால்தடங்கள்,பெண்ணின் கால்தடங்கள்
ஒற்றைக் கண்ணால,கண்ணே உன் கை நகங்கள்விண்மீது வெண்பிறையாய்,விண்மீது வெண்பிறை,பெண்னின் கை நகம்,பெண்னின் கை நகம்
ஒற்றைக் கண்ணால,வாய்மொழிகள் நான்கொண்ட வேதங்களா,வேதங்களா,பெண்ணின் வாய்மொழி,பெண்ணின் வாய்மொழி
ஒற்றைக் கண்ணால,ஞாபகங்கள் நான் கொண்ட சாபங்களா,சாபங்களா,ஞாபகங்கள்,ஞாபகங்கள்
தேசிங்கு ராஜா,தேசிங்கு ராஜா,தேசிங்கு ராஜா,ஆண்,
தேசிங்கு ராஜா,தென்நாட்டு சூரியன் தான்,தென்நாட்டு சூரியன்,ஆண்,
தேசிங்கு ராஜா,ஒத்த பூவா உன்ன கிள்ள போறான்,பூ,பெண்,
ஊஞ்சல் மனம் ஆடிடும் நேரம்,"பெண்ணே பெண்ணே பெண்ணே
 பேரன்பின் தூதே",பேரன்பின் தூதே,பெண்,
ஊஞ்சல் மனம் ஆடிடும் நேரம்,காதல் என்னும் மாயம்,மாயம்,காதல்,காதல்
காலங்கள் மாறும்கனவெல்லாம் மாறும்,மனம் ஒரு வானிலை,வானிலை,மனம்,மனம்
ஆகாசம் கண்ணுக்குள்ள,பாலூறும் அன்னை இந்த பூமி தான் ராசா,பாலூறும் அன்னை,பூமி,பூமி
கஞ்சா பூவு கண்ணால,கஞ்சா பூவு கண்ணால,கஞ்சா பூ,கண்,கண்
கஞ்சா பூவு கண்ணால,செப்பு செலை உன்னால,செப்பு செலை,பெண்,
ரங்கராட்டினம் போலே,லட்சம் வானவில் நீ தான்,வானவில்,பெண்,
தாலாட்டும் மௌனம் ஒன்றில்,எங்கேயோ என்னை கூட்டிச்செல்லும் பாதை நீதானே,பாதை,பெண்,
தாலாட்டும் மௌனம் ஒன்றில்,"எப்போதும் என்னுள் வட்டம் போடும்
 பாடல் நீதானே",பாடல்,பெண்,
என்ன குறை நான் வைத்தேன் கண்ணே,கடல் தூங்கும் ஆழம் நெடும் வானின் நீளம்,நெடும் வானின் நீளம்,கடல் தூங்கும் ஆழம்,கடல் தூங்கும் ஆழம்
நான் பார்த்த முதல் முகம் நீ,நான் முகர்ந்த முதல் மலரும் நீயே,மலரும்,பெண்,
நான் பார்த்த முதல் முகம் நீ,என் உயிர் என்றும் நீ அம்மா,உயிர்,தாய்,தாய்
கண்ணுங்களா என் கண்ணுங்களா,தந்தை ஒருவன் அந்த இறைவன்,இறைவன்,தந்தை,தந்தை
உன்னில் தொடுத்த முத்துச்சரம் நான்,உன்னில் தொடுத்த முத்துச்சரம் நான்,முத்துச்சரம்,ஆண்,
அவ மஞ்ச கலரு குருவி,அவ மஞ்ச கலரு குருவி,குருவி,பெண்,
அவ மஞ்ச கலரு குருவி,அவ குற்றாலத்து அருவி,குற்றாலத்து அருவி,பெண்,
உன்னை பார்த்த நாள்,நீ பைன் மர பூக்களின் செல்பியா,பைன் மர பூக்களின் செல்பியா,பெண்,
அல்லோல கல்லோலம்,காதல் என்னும் பூதம்,பூதம்,காதல்,காதல்
"கனவே கனவே
 விழியில் நிகழா நிஜமே",கொதிக்கும் கண்ணீர் மழையே,மழை,கண்ணீர்,கண்ணீர்
"கனவே கனவே
 விழியில் நிகழா நிஜமே","வாழ்க்கை இனிமேல்
 கொடிய தனிமை சிறையே",சிறை,வாழ்க்கை,வாழ்க்கை
நடை பாதை பூவனங்கள் பார்த்து,இதயத்தின் தலைவி நீ,இதயத்தின் தலைவி,பெண்,
"ஆண்டிப்பட்டி
 கனவா காத்து",நீ மஞ்சக்கரு வேலம் பூவு,மஞ்சக்கரு வேலம் பூ,பெண்,
நான் காற்றிலே அலைகிற காகிதம்,நான் காற்றிலே அலைகிற காகிதம்,காற்றிலே அலைகிற காகிதம்,ஆண்,
காதல் ஆசை யாரை விட்டதோ,உன் ஒரு முகம் உலகமாய் காணுதே,உலகமாய்,பெண்ணின் முகம்,பெண்ணின் முகம்
ஒரு கண் ஜாடை செய்தாலே,"தரையில் போகும்
 மேகம் இவளா",தரையில் போகும் மேகம்,பெண்,
"ஆனந்த யாழை
 மீட்டுகிறாய்","அன்பென்னும் குடையை
 நீட்டுகிறாய்",குடை,அன்பு,அன்பு
காதல் வைத்துகாதல் வைத்து காத்திருந்தேன்,காதல் என்னும் கடலுக்குள் நான் விழுந்தேன்,கடலுக்குள்,காதல்,காதல்
கண்ணன் வரும் வேளை அந்திமாலை,"கண்ணன் வரும்
 வேளை அந்திமாலை",கண்ணன்,காதலன்,
கனா காணும்காலங்கள்,"பட படப்பாய்சில கோபங்கள் தோன்றும்
 பனி துளியாய் அது மறைவது ஏன்",பட படப்பாய்,பனி துளி,பனி துளி
கமான் கேர்ள்ஸ்,ஜனனி நீ கண்மணி,கண்மணி,பெண்,
கமான் கேர்ள்ஸ்,என் உயிர் நீயடி,உயிர்,பெண்,
எங்கடி பொறந்த,கீரிப்புள்ள நீ தான்,கீரிப்புள்ள,பெண்,
எங்கடி பொறந்த,ஸ்நேக் நான் தான்,ஸ்நேக்,ஆண்,
ஒசக்க செத்தா ஒசக்க,தேளாக என் நெஞ்ச கொட்டிபுட்டா,தேளாக,பெண்,
ஒசக்க செத்தா ஒசக்க,இதயத்த காத்தாடி ஆக்கிவிட்டா,காத்தாடி,இதயம்,இதயம்
ஒசக்க செத்தா ஒசக்க,முயல் ஒன்னா துள்ளிகிட்டு,முயல்,பெண்,
ஓபன் த டாஸ்மாக்,வால் இல்லா காத்தாடியாவானத்துல பறக்குறேன்,வால் இல்லா காத்தாடி,ஆண்,
அம்மா அம்மா நீ எங்க அம்மா,கண்ணான கண்ணே என் தெய்வ பெண்ணே,கண்ணான கண்ணே,பெண்,
அம்மா அம்மா நீ எங்க அம்மா,நீ என் பெருமையின் எல்லை,பெருமையின் எல்லை,பெண்,
நீயும் நானும் சோ்ந்தே செல்லும் நேரமே,நீ கதிா் நிலவு,கதிா் நிலவு,பெண்,
என்னை மாற்றும் காதலே,அடக் காதல் என்பது மாயவலை,மாயவலை,காதல்,காதல்
கட்டிக்கிடும் முன்னே நம்ம,உன் கன்னம்ரெண்டும் முள்ளே இல்லாரோசாவடி,ரோசா,கன்னம்,கன்னம்
கட்டிக்கிடும் முன்னே நம்ம,ஓடாத என் புள்ளிமானே,புள்ளிமானே,பெண்,
உயிரே உயிரே உயிாின் உயிரே,சொல்லாத ஆசைஎல்லாம் நீதானே பெண்ணே,சொல்லாத ஆசை,பெண்,
உயிரே உயிரே உயிாின் உயிரே,என் காதல் பாடல்எல்லாம் நீதானே பெண்ணே,காதல் பாடல்,பெண்,
ஒரு நேச மேகம் உயிா் தீண்டும் நேரம்,உயிா் நதி கலங்குதே,நதி,உயிர்,உயிர்
ஏய் கொட்டு கொட்டு மேளம் கொட்டு,காதல் ஒரு மிதவை மிதவை பாலம்,மிதவை பாலம்,காதல்,காதல்
செல்பி புள்ள,நிலவுங்க எல்லாம் இங்க தேவையில்ல உன் கண் ரெண்டு போதாதா,நிலவு,கண்,கண்
டாவியா நோவியா,அட ஏன்டி பேபி நீயும் பிச்சிட்டுப்போன,பேபி,பேபி,பேபி
உன் பேரில் என் பேரை சேர்த்து,பகல் நிலவேஎன்னைத் தெரியாதா பெண் ஆழகே,பகல் நிலவே,பெண்,
தலை விடுதலை,வேகம் என்னும் தீயிலே,தீ,வேகம்,வேகம்
எழு வேலைக்காரா,வேர்வை தீயே,தீ,வியர்வை,வியர்வை
கருத்தவன்லாம் கலீஜாம்,சென்னையோட அன்னை நம்ம குப்பம் தானே,சென்னையோட அன்னை,சென்னை நகரின் தாய்,சென்னை நகரின் தாய்
இளமை திரும்புதே,தனி மரம் நானடி,தனி மரம்,ஆண்,
இளமை திரும்புதே,வாசல் வந்த முல்லையே,முல்லை,பெண்,
பேட்ட பராக்,புலியாகவேஅசராம வந்து நிப்பான்,புலி,ஆண்,
ஹே எத்தனை சந்தோசம்,என் ஆளு ராஜா நீ,ராஜா,காதலன்,
நெஞ்சே வேண்டாம் நடுங்காதே,உன் விரலாலே என்னை மீட்டடி,என்னை மீட்டடி,ஆண்,
புதுசாட்டம் வானு மண்ணு நானு எல்லாமே,புலி தேடும் மானு நீ,புலி தேடும் மானு,பெண்,
தனி வழி,தோள்பட்டை நட்சத்திரம்,நட்சத்திரம்,தோள்பட்டை,தோள்பட்டை
தனி வழி,காக்கி சட்டை நீதி கவசம்,நீதி கவசம்,காக்கி சட்டை,காக்கி சட்டை
செல்லம்மா செல்லம்மா,அங்கம் மின்னும் தங்கம்மா,தங்கம்மா,அங்கம்,அங்கம்
செல்லம்மா செல்லம்மா,கண்ணாடி மனச கல் வீசி பார்த்தாயே,கண்ணாடி,மனசு,மனசு
செல்லம்மா செல்லம்மா,மெழுகு டால்லு நீ,மெழுகு டால்லு,பெண்,
டிப்ப டப்பம் டிப்பம் டப்பம்,மினுமினுக்கும் முத்தாரமே,முத்தாரமே,பெண்,
டிப்ப டப்பம் டிப்பம் டப்பம்,என் மனசு இனி உனக்கு ஒரு பிளே ஸ்டேஷன்,பிளே ஸ்டேஷன்,மனசு,மனசு
டிப்ப டப்பம் டிப்பம் டப்பம்,அது கண்ணா இல்ல கரண்டா,கரண்டா,கண்,கண்
கண்ணே கண்மணியே,என் கண்ணை மீறி போகாதே கண்மணி கண்மணியே,கண்மணியே,பெண்,
நான் பிழை நீ மழலை,நீ இலை,இலை,பெண்,
நான் பிழை நீ மழலை,நான் பருவ மழை,பருவ மழை,ஆண்,
காதல் ஒன்றாக வந்து ரெண்டானது,"இரண்டு கண்கள் இதுலே ஒன்றை
 இழக்க சொன்னால் வலி எனக்கில்லை",இரண்டு கண்கள்,இரண்டு காதலிகள்,இரண்டு காதலிகள்
டூ டூ டூன்னு புட்டு ஹார்ட்ட விட்டு குடுக்க,ஒஹ் பேபி தங்கமே என்றும் என்றும் வேணுமே,தங்கமே,பெண்,
போர் கண்ட சிங்கம்,"போர் கண்ட சிங்கம்
 வலி கொண்ட நெஞ்சம்
 உடைந்தாலும் உனக்காக உயிர் வாழ்கிறேன்",போர் கண்ட சிங்கம்,ஆண்,
நாயகன் மீண்டும் வர எட்டு திக்கும் பயம் தானே,"ராட்சச ராமன் என
 கனவை கொண்டவன் இவன் தானே",ராட்சச ராமன்,ஆண்,
என் முதல் நாயகன் நீ,எந்தன் தெம்பே நீதானே,தெம்பே,பெண்,
என் முதல் நாயகன் நீ,காதல் சின்னமே,காதல் சின்னமே,தாஜ்மகால்,தாஜ்மகால்
மார்டன் ரதியேஉன்ன பிக்கப்பு பண்ணிடவா,நடக்கும் நதியே,நதி,பெண்,
கண்ணீர் சிந்த ஆனந்த பூவொன்று பூக்கின்றதே,என் கண்மணி உன் பிள்ளை நான் தானடா,பிள்ளை,பெண்,
கண்ணால கதை பேச நீயும்,எனை தாங்கும் தூணாக நீதானடி,தூணாக,பெண்,
மயக்கமா கலக்கமா மைன்டு ஃபுல்லா கொளப்பமா,"தேன்மொழி பூங்கொடி
 மைன்டு ஃபுல்லா நீயடி
 வான்மதி பைங்கிளி
 தோழி இப்போ காதலி",தேன்மொழி,பெண்,
தாய் கிளவி,அக்கா பெத்த அச்சு முறுக்கே,அச்சு முறுக்கே,பெண்,
